列ID,列名,类型
ID00186112_MA30,铁矿石：进口：日均疏港量：江阴港（周度）_MA30,factor
ID00186112_STD7,铁矿石：进口：日均疏港量：江阴港（周度）_STD7,factor
ID00186112_STD14,铁矿石：进口：日均疏港量：江阴港（周度）_STD14,factor
ID00186112_STD30,铁矿石：进口：日均疏港量：江阴港（周度）_STD30,factor
ID00186112_STD60,铁矿石：进口：日均疏港量：江阴港（周度）_STD60,factor
ID00186112_Spread_30d,铁矿石：进口：日均疏港量：江阴港（周度）_Spread_30d,factor
ID00186112_Ratio_MA7,铁矿石：进口：日均疏港量：江阴港（周度）_Ratio_MA7,factor
ID00186112_Ratio_MA30,铁矿石：进口：日均疏港量：江阴港（周度）_Ratio_MA30,factor
ID00186112_MA7_MA30,铁矿石：进口：日均疏港量：江阴港（周度）_MA7_MA30,factor
ID00186112_MOM10,铁矿石：进口：日均疏港量：江阴港（周度）_MOM10,factor
ID00186114_MA5,铁矿石：进口：日均疏港量：京唐港（周度）_MA5,factor
ID00186114_MA30,铁矿石：进口：日均疏港量：京唐港（周度）_MA30,factor
ID00186114_MA60,铁矿石：进口：日均疏港量：京唐港（周度）_MA60,factor
ID00186114_MA90,铁矿石：进口：日均疏港量：京唐港（周度）_MA90,factor
ID00186114_STD7,铁矿石：进口：日均疏港量：京唐港（周度）_STD7,factor
ID00186114_STD14,铁矿石：进口：日均疏港量：京唐港（周度）_STD14,factor
ID00186114_STD30,铁矿石：进口：日均疏港量：京唐港（周度）_STD30,factor
ID00186114_STD60,铁矿石：进口：日均疏港量：京唐港（周度）_STD60,factor
ID00186114_Spread_30d,铁矿石：进口：日均疏港量：京唐港（周度）_Spread_30d,factor
ID00186114_P10_60d,铁矿石：进口：日均疏港量：京唐港（周度）_P10_60d,factor
ID00186114_P90_60d,铁矿石：进口：日均疏港量：京唐港（周度）_P90_60d,factor
ID00186114_Spread_90d,铁矿石：进口：日均疏港量：京唐港（周度）_Spread_90d,factor
ID00186114_Ratio_MA7,铁矿石：进口：日均疏港量：京唐港（周度）_Ratio_MA7,factor
ID00186114_Ratio_MA30,铁矿石：进口：日均疏港量：京唐港（周度）_Ratio_MA30,factor
ID00186114_MA7_MA30,铁矿石：进口：日均疏港量：京唐港（周度）_MA7_MA30,factor
ID00186114_MOM5,铁矿石：进口：日均疏港量：京唐港（周度）_MOM5,factor
ID00186114_MOM10,铁矿石：进口：日均疏港量：京唐港（周度）_MOM10,factor
ID00186114_MOM20,铁矿石：进口：日均疏港量：京唐港（周度）_MOM20,factor
ID00186116_MA14,铁矿石：进口：日均疏港量：岚桥港（周度）_MA14,factor
ID00186116_MA30,铁矿石：进口：日均疏港量：岚桥港（周度）_MA30,factor
ID00186116_MA60,铁矿石：进口：日均疏港量：岚桥港（周度）_MA60,factor
ID00186116_STD7,铁矿石：进口：日均疏港量：岚桥港（周度）_STD7,factor
ID00186116_STD14,铁矿石：进口：日均疏港量：岚桥港（周度）_STD14,factor
ID00186116_STD30,铁矿石：进口：日均疏港量：岚桥港（周度）_STD30,factor
ID00186116_STD60,铁矿石：进口：日均疏港量：岚桥港（周度）_STD60,factor
ID00186116_P10_30d,铁矿石：进口：日均疏港量：岚桥港（周度）_P10_30d,factor
ID00186116_P90_30d,铁矿石：进口：日均疏港量：岚桥港（周度）_P90_30d,factor
ID00186116_Spread_30d,铁矿石：进口：日均疏港量：岚桥港（周度）_Spread_30d,factor
ID00186116_Ratio_MA7,铁矿石：进口：日均疏港量：岚桥港（周度）_Ratio_MA7,factor
ID00186116_MA7_MA30,铁矿石：进口：日均疏港量：岚桥港（周度）_MA7_MA30,factor
ID00186116_MOM10,铁矿石：进口：日均疏港量：岚桥港（周度）_MOM10,factor
ID00186116_MOM20,铁矿石：进口：日均疏港量：岚桥港（周度）_MOM20,factor
ID00186117_MA14,铁矿石：进口：日均疏港量：岚山港（周度）_MA14,factor
ID00186117_STD7,铁矿石：进口：日均疏港量：岚山港（周度）_STD7,factor
ID00186117_STD14,铁矿石：进口：日均疏港量：岚山港（周度）_STD14,factor
ID00186117_STD30,铁矿石：进口：日均疏港量：岚山港（周度）_STD30,factor
ID00186117_STD60,铁矿石：进口：日均疏港量：岚山港（周度）_STD60,factor
ID00186117_P10_30d,铁矿石：进口：日均疏港量：岚山港（周度）_P10_30d,factor
ID00186117_Spread_60d,铁矿石：进口：日均疏港量：岚山港（周度）_Spread_60d,factor
ID00186117_P10_90d,铁矿石：进口：日均疏港量：岚山港（周度）_P10_90d,factor
ID00186117_P90_90d,铁矿石：进口：日均疏港量：岚山港（周度）_P90_90d,factor
ID00186117_Spread_90d,铁矿石：进口：日均疏港量：岚山港（周度）_Spread_90d,factor
ID00186117_Ratio_MA7,铁矿石：进口：日均疏港量：岚山港（周度）_Ratio_MA7,factor
ID00186117_Ratio_MA30,铁矿石：进口：日均疏港量：岚山港（周度）_Ratio_MA30,factor
ID00186117_MA7_MA30,铁矿石：进口：日均疏港量：岚山港（周度）_MA7_MA30,factor
ID00186117_MOM5,铁矿石：进口：日均疏港量：岚山港（周度）_MOM5,factor
ID00186117_MOM10,铁矿石：进口：日均疏港量：岚山港（周度）_MOM10,factor
ID00186117_MOM20,铁矿石：进口：日均疏港量：岚山港（周度）_MOM20,factor
ID00186119_MA14,铁矿石：进口：日均疏港量：龙口港（周度）_MA14,factor
ID00186119_MA60,铁矿石：进口：日均疏港量：龙口港（周度）_MA60,factor
ID00186119_MA90,铁矿石：进口：日均疏港量：龙口港（周度）_MA90,factor
ID00186119_STD7,铁矿石：进口：日均疏港量：龙口港（周度）_STD7,factor
ID00186119_STD14,铁矿石：进口：日均疏港量：龙口港（周度）_STD14,factor
ID00186119_STD30,铁矿石：进口：日均疏港量：龙口港（周度）_STD30,factor
ID00186119_STD60,铁矿石：进口：日均疏港量：龙口港（周度）_STD60,factor
ID00186119_P10_60d,铁矿石：进口：日均疏港量：龙口港（周度）_P10_60d,factor
ID00186119_Ratio_MA7,铁矿石：进口：日均疏港量：龙口港（周度）_Ratio_MA7,factor
ID00186119_Ratio_MA30,铁矿石：进口：日均疏港量：龙口港（周度）_Ratio_MA30,factor
ID00186119_MA7_MA30,铁矿石：进口：日均疏港量：龙口港（周度）_MA7_MA30,factor
ID00186119_MOM20,铁矿石：进口：日均疏港量：龙口港（周度）_MOM20,factor
ID00186130_MA14,铁矿石：进口：日均疏港量：青岛港（周度）_MA14,factor
ID00186130_MA30,铁矿石：进口：日均疏港量：青岛港（周度）_MA30,factor
ID00186130_MA90,铁矿石：进口：日均疏港量：青岛港（周度）_MA90,factor
ID00186130_STD14,铁矿石：进口：日均疏港量：青岛港（周度）_STD14,factor
ID00186130_STD30,铁矿石：进口：日均疏港量：青岛港（周度）_STD30,factor
ID00186130_STD60,铁矿石：进口：日均疏港量：青岛港（周度）_STD60,factor
ID00186130_Spread_30d,铁矿石：进口：日均疏港量：青岛港（周度）_Spread_30d,factor
ID00186130_Ratio_MA7,铁矿石：进口：日均疏港量：青岛港（周度）_Ratio_MA7,factor
ID00186130_Ratio_MA30,铁矿石：进口：日均疏港量：青岛港（周度）_Ratio_MA30,factor
ID00186130_MA7_MA30,铁矿石：进口：日均疏港量：青岛港（周度）_MA7_MA30,factor
ID00186130_MOM10,铁矿石：进口：日均疏港量：青岛港（周度）_MOM10,factor
ID00186132_MA7,铁矿石：进口：日均疏港量：日照港（周度）_MA7,factor
ID00186132_MA60,铁矿石：进口：日均疏港量：日照港（周度）_MA60,factor
ID00186132_MA90,铁矿石：进口：日均疏港量：日照港（周度）_MA90,factor
ID00186132_STD7,铁矿石：进口：日均疏港量：日照港（周度）_STD7,factor
ID00186132_STD14,铁矿石：进口：日均疏港量：日照港（周度）_STD14,factor
ID00186132_STD30,铁矿石：进口：日均疏港量：日照港（周度）_STD30,factor
ID00186132_STD60,铁矿石：进口：日均疏港量：日照港（周度）_STD60,factor
ID00186132_Spread_30d,铁矿石：进口：日均疏港量：日照港（周度）_Spread_30d,factor
ID00186132_Spread_60d,铁矿石：进口：日均疏港量：日照港（周度）_Spread_60d,factor
ID00186132_P90_90d,铁矿石：进口：日均疏港量：日照港（周度）_P90_90d,factor
ID00186132_Ratio_MA7,铁矿石：进口：日均疏港量：日照港（周度）_Ratio_MA7,factor
ID00186132_Ratio_MA30,铁矿石：进口：日均疏港量：日照港（周度）_Ratio_MA30,factor
ID00186132_MA7_MA30,铁矿石：进口：日均疏港量：日照港（周度）_MA7_MA30,factor
ID00186132_MOM10,铁矿石：进口：日均疏港量：日照港（周度）_MOM10,factor
ID00186132_MOM20,铁矿石：进口：日均疏港量：日照港（周度）_MOM20,factor
ID00186138_MA7,铁矿石：进口：日均疏港量：天津港（周度）_MA7,factor
ID00186138_MA14,铁矿石：进口：日均疏港量：天津港（周度）_MA14,factor
ID00186138_MA60,铁矿石：进口：日均疏港量：天津港（周度）_MA60,factor
ID00186138_MA90,铁矿石：进口：日均疏港量：天津港（周度）_MA90,factor
ID00186138_STD7,铁矿石：进口：日均疏港量：天津港（周度）_STD7,factor
ID00186138_STD14,铁矿石：进口：日均疏港量：天津港（周度）_STD14,factor
ID00186138_STD30,铁矿石：进口：日均疏港量：天津港（周度）_STD30,factor
ID00186138_STD60,铁矿石：进口：日均疏港量：天津港（周度）_STD60,factor
ID00186138_Spread_30d,铁矿石：进口：日均疏港量：天津港（周度）_Spread_30d,factor
ID00186138_P90_60d,铁矿石：进口：日均疏港量：天津港（周度）_P90_60d,factor
ID00186138_P10_90d,铁矿石：进口：日均疏港量：天津港（周度）_P10_90d,factor
ID00186138_Ratio_MA7,铁矿石：进口：日均疏港量：天津港（周度）_Ratio_MA7,factor
ID00186138_MA7_MA30,铁矿石：进口：日均疏港量：天津港（周度）_MA7_MA30,factor
ID00186138_MOM10,铁矿石：进口：日均疏港量：天津港（周度）_MOM10,factor
ID00186138_MOM20,铁矿石：进口：日均疏港量：天津港（周度）_MOM20,factor
ID00186193_STD14,块矿：85%Fe：销售数量：澳大利亚必和必拓集团（季度）_STD14,factor
ID00186193_STD60,块矿：85%Fe：销售数量：澳大利亚必和必拓集团（季度）_STD60,factor
ID00186278_STD7,块矿：库存：45个港口（周度）_STD7,factor
ID00186278_STD14,块矿：库存：45个港口（周度）_STD14,factor
ID00186278_STD30,块矿：库存：45个港口（周度）_STD30,factor
ID00186278_STD60,块矿：库存：45个港口（周度）_STD60,factor
ID00186278_P10_60d,块矿：库存：45个港口（周度）_P10_60d,factor
ID00186278_P90_60d,块矿：库存：45个港口（周度）_P90_60d,factor
ID00186278_Spread_60d,块矿：库存：45个港口（周度）_Spread_60d,factor
ID00186278_P90_90d,块矿：库存：45个港口（周度）_P90_90d,factor
ID00186278_Spread_90d,块矿：库存：45个港口（周度）_Spread_90d,factor
ID00186278_Ratio_MA7,块矿：库存：45个港口（周度）_Ratio_MA7,factor
ID00186278_Ratio_MA30,块矿：库存：45个港口（周度）_Ratio_MA30,factor
ID00186278_MA7_MA30,块矿：库存：45个港口（周度）_MA7_MA30,factor
ID00186278_MOM5,块矿：库存：45个港口（周度）_MOM5,factor
ID00186278_MOM10,块矿：库存：45个港口（周度）_MOM10,factor
ID00186278_MOM20,块矿：库存：45个港口（周度）_MOM20,factor
ID00186280_STD30,罗布河粉：产量：力拓集团（季度）_STD30,factor
ID00186280_STD60,罗布河粉：产量：力拓集团（季度）_STD60,factor
ID00186280_P90_90d,罗布河粉：产量：力拓集团（季度）_P90_90d,factor
ID00186280_Ratio_MA30,罗布河粉：产量：力拓集团（季度）_Ratio_MA30,factor
ID00186280_MA7_MA30,罗布河粉：产量：力拓集团（季度）_MA7_MA30,factor
ID00186281_MA90,罗布河粉：销售数量：力拓集团（以股份占比计）（季度）_MA90,factor
ID00186281_STD30,罗布河粉：销售数量：力拓集团（以股份占比计）（季度）_STD30,factor
ID00186281_Spread_90d,罗布河粉：销售数量：力拓集团（以股份占比计）（季度）_Spread_90d,factor
ID00186284_MA90,罗布河块：产量：力拓集团（季度）_MA90,factor
ID00186284_Ratio_MA30,罗布河块：产量：力拓集团（季度）_Ratio_MA30,factor
ID00186284_MOM10,罗布河块：产量：力拓集团（季度）_MOM10,factor
ID00186285_MA90,罗布河块：销售数量：力拓集团（以股份占比计）（季度）_MA90,factor
ID00186285_STD30,罗布河块：销售数量：力拓集团（以股份占比计）（季度）_STD30,factor
ID00186285_STD60,罗布河块：销售数量：力拓集团（以股份占比计）（季度）_STD60,factor
ID00186285_P10_30d,罗布河块：销售数量：力拓集团（以股份占比计）（季度）_P10_30d,factor
ID00186285_MA7_MA30,罗布河块：销售数量：力拓集团（以股份占比计）（季度）_MA7_MA30,factor
ID00186318_STD7,球团矿：进口：库存：45个港口（周度）_STD7,factor
ID00186318_STD14,球团矿：进口：库存：45个港口（周度）_STD14,factor
ID00186318_STD30,球团矿：进口：库存：45个港口（周度）_STD30,factor
ID00186318_P90_30d,球团矿：进口：库存：45个港口（周度）_P90_30d,factor
ID00186318_Spread_30d,球团矿：进口：库存：45个港口（周度）_Spread_30d,factor
ID00186318_Spread_60d,球团矿：进口：库存：45个港口（周度）_Spread_60d,factor
ID00186318_P90_90d,球团矿：进口：库存：45个港口（周度）_P90_90d,factor
ID00186318_Ratio_MA7,球团矿：进口：库存：45个港口（周度）_Ratio_MA7,factor
ID00186318_Ratio_MA30,球团矿：进口：库存：45个港口（周度）_Ratio_MA30,factor
ID00186318_MA7_MA30,球团矿：进口：库存：45个港口（周度）_MA7_MA30,factor
ID00186318_MOM10,球团矿：进口：库存：45个港口（周度）_MOM10,factor
ID00186318_MOM20,球团矿：进口：库存：45个港口（周度）_MOM20,factor
ID00186408_MA60,铁精粉：85%Fe：销售数量：澳大利亚必和必拓集团（季度）_MA60,factor
ID00186408_STD14,铁精粉：85%Fe：销售数量：澳大利亚必和必拓集团（季度）_STD14,factor
ID00186408_Ratio_MA30,铁精粉：85%Fe：销售数量：澳大利亚必和必拓集团（季度）_Ratio_MA30,factor
ID00186408_MA7_MA30,铁精粉：85%Fe：销售数量：澳大利亚必和必拓集团（季度）_MA7_MA30,factor
ID00186491_STD7,铁精粉：库存：45个港口（周度）_STD7,factor
ID00186491_STD14,铁精粉：库存：45个港口（周度）_STD14,factor
ID00186491_STD30,铁精粉：库存：45个港口（周度）_STD30,factor
ID00186491_STD60,铁精粉：库存：45个港口（周度）_STD60,factor
ID00186491_Spread_30d,铁精粉：库存：45个港口（周度）_Spread_30d,factor
ID00186491_P90_60d,铁精粉：库存：45个港口（周度）_P90_60d,factor
ID00186491_Spread_60d,铁精粉：库存：45个港口（周度）_Spread_60d,factor
ID00186491_Spread_90d,铁精粉：库存：45个港口（周度）_Spread_90d,factor
ID00186491_Ratio_MA7,铁精粉：库存：45个港口（周度）_Ratio_MA7,factor
ID00186491_Ratio_MA30,铁精粉：库存：45个港口（周度）_Ratio_MA30,factor
